customer_id,age,gender,income,employment_status,residence_type,years_at_address,education_level,marital_status,num_dependents
2b2bf58c-6da5-4dad-b56a-abc050fb35b0,51.0,Male,36877.650948423456,Retired,Rent,7.0,High School,Single,0.0
5256f928-bea8-4e9f-a911-fd6d0d586ee2,19.0,Female,55277.194419193474,Employed,Own,8.0,High School,Single,3.0
6a036e2f-5108-4482-bdb7-7a79990501f8,55.0,Male,38115.11155564211,Employed,Rent,6.0,Master's,Single,0.0
18721154-0dbd-484d-b753-3ff525f50323,19.0,Female,100531.88083442739,Employed,Own,8.0,Bachelor's,Married,0.0
34da1f50-b1a7-4e09-861a-1396716728ee,51.0,Female,21162.399689419264,Employed,Own,6.0,Master's,Single,2.0
d96da200-d947-472a-9c61-3985596ed71c,48.0,,84744.28597858765,,Mortgage,4.0,Bachelor's,Single,3.0
3d4a49ae-e83f-4a2a-92fc-6f48e7e337c4,24.0,Male,13331.630065915828,Employed,Mortgage,8.0,Master's,Married,0.0
69c718ee-aea4-47d6-955f-a2f45fa9b21a,26.0,Male,84472.17510487564,Employed,Rent,7.0,Bachelor's,Married,1.0
ce177b4e-0837-48a3-9261-a7ab3aa2e4f9,24.0,Male,62878.20419193306,Employed,Own,8.0,Bachelor's,Divorced,2.0
3d9ea33b-1de5-4fa3-9033-dd5e798f5e3f,50.0,Male,55249.64199077086,Employed,Own,5.0,High School,Divorced,0.0
f90c9f84-b184-471c-bb35-b9f96c80423a,41.0,Female,63052.790540152804,Employed,Own,7.0,Other,Single,0.0
bdb025ff-2451-45a4-91d0-59b26699cd99,18.0,Male,57347.87655150832,Self-Employed,Rent,6.0,Bachelor's,Married,0.0
6e6b34b9-07ef-4ba8-b45a-6ab37b94a34d,62.0,Male,64871.96043415151,Employed,Rent,1.0,High School,Single,0.0
8503e3b7-1700-4953-a2ae-f5080213d090,30.0,Male,103664.10136730835,Self-Employed,Mortgage,6.0,,Married,1.0
046a0df5-cafd-4613-b2bb-912d7da67785,49.0,Female,48444.27256092122,Employed,Mortgage,4.0,High School,Divorced,0.0
a333639f-3873-44c1-9e4c-e90bbadfbb75,51.0,Female,249580.42450994547,Unemployed,Own,7.0,Bachelor's,Single,2.0
83d03e33-3296-44c0-8201-938b971444b7,38.0,Male,569125.6985879864,Employed,Mortgage,4.0,Other,Single,4.0
af70de70-2b69-495e-8567-1b58926bffa5,57.0,Male,155167.53358548644,Employed,Own,5.0,High School,Married,0.0
cdbb6c1f-5a8d-485e-b7eb-a7e91dd07ec8,75.0,Female,34019.43566846194,Self-Employed,,3.0,Bachelor's,Married,
cd88e44e-23c4-4184-b48e-90aed680b541,,Female,50525.50103613377,Employed,Own,8.0,High School,Married,0.0
7b142917-9274-46b6-82ff-975452917b6d,65.0,Male,53603.45808963979,Employed,,5.0,Bachelor's,Married,3.0
0ef6da2a-fcc9-4df1-8d88-fa936292ac6b,60.0,Male,184757.63854501222,Retired,Mortgage,4.0,Bachelor's,Married,0.0
ec19e4eb-3f55-4740-8a2d-36a605804493,,Female,58070.42330979484,Employed,Rent,7.0,Master's,Single,2.0
74246baa-2dca-4c82-8660-a3e9736d417c,36.0,Male,139838.57149680896,Retired,Rent,2.0,Bachelor's,Married,0.0
9053317b-5f4d-4c1d-92af-891a9639e2b7,23.0,Male,,,Rent,6.0,High School,Single,0.0
98c7472a-864e-4a13-829c-fc0cfa02eaec,40.0,Male,18607.714703028807,Self-Employed,Rent,7.0,Bachelor's,Divorced,1.0
16b3c475-4080-4548-8f25-152b27ce0017,25.0,Male,58164.33398753209,Self-Employed,Own,3.0,Bachelor's,Single,1.0
48924bd6-e399-40dd-8e1f-39bee4edc295,37.0,,43766.98475933106,,Mortgage,3.0,Master's,Married,0.0
eea90156-d5bd-4de2-a751-0ccfd358a5d7,47.0,Male,34703.93721255501,Unemployed,Mortgage,5.0,Bachelor's,,0.0
0693d01a-cfd6-4b31-8fcc-85202c2de0bd,33.0,Male,87122.96963402987,Employed,Mortgage,3.0,Bachelor's,Married,2.0
134c6c92-ec5b-427c-9fde-4fbf3ff350bf,44.0,Male,37521.825210058436,Self-Employed,Own,3.0,PhD,Married,1.0
f58f9bdd-d520-4ef5-878a-4dcbdac97c5a,18.0,Male,33611.44121885169,Retired,Rent,3.0,Bachelor's,Single,1.0
74bd0c93-8177-4661-b7fe-032c02571851,39.0,Male,51776.90558151872,Employed,Rent,3.0,Master's,Married,1.0
25e591c8-2fff-4405-ae83-766e4639e799,24.0,Female,68522.27170523499,Employed,Own,4.0,Master's,Married,0.0
52c2526e-737e-48ed-8b04-09e4fb65c3d3,46.0,Male,73672.35009354835,Retired,Own,6.0,High School,Divorced,0.0
6b1d20b9-8954-4c3d-a10f-2a8a1c59b736,22.0,Female,68718.57618216622,Self-Employed,Rent,7.0,,Widowed,2.0
20141450-ae22-45bb-b1c3-6cb3445dc624,50.0,Male,60756.60707614766,Student,Rent,4.0,Bachelor's,Married,0.0
dbc21e42-fd0d-4cb1-8916-7a93ada63c4b,28.0,Female,,Employed,Own,,High School,Married,0.0
b905a7b6-b97e-4830-9e01-86462c64f73d,24.0,Male,97864.8362078134,Employed,Rent,5.0,High School,Single,2.0
2a9527f6-f817-4ebf-ab6e-64c5bb8aa843,70.0,Male,94864.92368510176,Employed,Own,3.0,PhD,Married,2.0
716fda0a-45a8-4829-94e2-86e5ac8936bc,43.0,,80975.98759833397,Employed,Rent,6.0,Bachelor's,Divorced,0.0
e3f342a8-f030-4fd4-be54-898e8eda6433,45.0,Male,94500.71098572838,Employed,Rent,3.0,Bachelor's,Single,2.0
cf89569d-e550-4736-8780-6e713811b519,57.0,Female,97762.11793243761,,,5.0,Bachelor's,Divorced,0.0
7b6fb65b-8d70-400f-84a1-dd66bce88f22,41.0,,,Employed,Own,54.0,Bachelor's,Married,1.0
574aa942-415a-41ff-afb2-a0d7e47ca3af,51.0,Male,46526.18943836103,Student,Own,6.0,High School,Single,1.0
b12b6680-7f07-4cb9-afd3-40c0f945f2fd,47.0,Male,227311.19545959405,Employed,Rent,10.0,Bachelor's,Single,1.0
4ccb2355-39d1-47ff-b27e-1442fd7fe973,47.0,,129414.73278888756,Employed,Own,4.0,Bachelor's,Married,0.0
97feb937-a6d9-47a1-b4ec-fe8d16d1f5ca,45.0,Female,41033.402389360286,Employed,Rent,4.0,Bachelor's,Divorced,0.0
a7f3cf5c-9818-43c7-8657-894f0c953522,37.0,Male,200821.81458357163,Employed,Own,8.0,High School,Single,2.0
c82e27a3-1028-4c78-834b-033d84e1f69e,58.0,Male,71246.97588287275,Employed,Mortgage,1.0,High School,Married,0.0
0bb5c276-abe3-47f3-8066-703846dfe43f,56.0,Male,51482.736657163034,Employed,Mortgage,7.0,,Married,2.0
d5672f5d-20bb-45b0-a015-7233baf90557,44.0,Male,87426.99544312293,Self-Employed,Rent,5.0,High School,Married,1.0
0409b7c8-ef59-44b5-ae89-015e92f765e7,54.0,Male,23312.450469636195,Employed,Own,1.0,High School,Single,0.0
d8718196-093c-4582-837d-f82ef0a4be8a,31.0,Male,72349.66001988665,Self-Employed,Rent,4.0,Other,Married,1.0
a7641ff1-ce8a-4e7f-be99-919ec696e772,31.0,Female,91561.64113390757,Retired,Own,3.0,High School,Single,0.0
c04f4bd0-bcfe-4408-9ac7-25a740b60c17,29.0,Male,314425.72981584846,Employed,Own,4.0,Bachelor's,,1.0
1533fe82-21b3-4264-99d7-6878def42b39,22.0,Male,89412.70295938011,Employed,Rent,3.0,Bachelor's,Single,3.0
62a5aa21-2b3f-4e5d-98b4-d672212552fa,57.0,Female,117932.20147281668,Retired,Rent,7.0,Bachelor's,Widowed,2.0
4684833e-19dd-4b90-8839-c8e410db5fdc,43.0,Male,60651.86478838429,Employed,,3.0,,Divorced,0.0
5d5b0bd9-0ebf-4523-aaad-89265d9a24cd,53.0,Male,77111.88769281529,Retired,Mortgage,0.0,Master's,,0.0
d20eac17-4e20-4d1a-9983-36e375d66ed4,28.0,Female,22032.193399038275,Self-Employed,Own,4.0,High School,Married,0.0
9417e0f5-aaff-46ff-b904-6b5213eb4599,28.0,Female,97410.46678793713,Employed,Mortgage,3.0,High School,Widowed,3.0
613c9847-19ec-4e51-9d9d-dee1e09189f1,58.0,Male,67828.94622619319,Employed,Own,5.0,Bachelor's,Single,0.0
9fd34579-4667-42ce-a04e-178c10d08d11,234.0,Female,80341.87275865317,Employed,Rent,5.0,Master's,Single,0.0
3cff13aa-3c47-4d0c-857e-a11629a8f004,73.0,Male,547892.5602297154,Retired,Own,5.0,Master's,Single,2.0
5a304528-0b59-4562-a227-219f551ff086,34.0,Female,33112.489691848255,Employed,Mortgage,6.0,Bachelor's,Married,1.0
f05ad4ec-33f9-4264-9e5e-d279cd2c614b,51.0,Other,19930.268047482474,Self-Employed,Own,7.0,Bachelor's,Single,1.0
af178dbb-c461-4ac1-92b5-9aa4c07d0001,34.0,Female,30915.843171193686,Employed,Own,6.0,Bachelor's,Single,1.0
e67410de-479f-45f3-93b6-81500205e16a,36.0,Female,164169.98666769464,,Mortgage,2.0,High School,Married,1.0
6c83a898-8723-47f4-b378-c9eebe751767,57.0,Female,92882.76713227727,Employed,Mortgage,3.0,Master's,,3.0
f1738856-e25d-46eb-9e9a-9f83066803ee,43.0,Male,50802.87384432234,Employed,Own,3.0,High School,Divorced,
71a67925-1094-4b53-a6d5-1dc14ff90831,18.0,Female,38796.80271929865,Employed,,3.0,High School,Married,0.0
f2fb122f-7e34-4e79-bc25-d3bd88a72da1,52.0,Female,34512.15861941837,Employed,Rent,5.0,Bachelor's,Married,1.0
b9787c4b-09aa-4570-9be9-50c7147d7bfc,18.0,Male,57756.13136074622,Employed,Own,5.0,Bachelor's,Married,0.0
93dc8eea-3e8e-436a-87e9-5e6d7f71eef6,53.0,Male,51129.4108442386,Employed,Rent,2.0,PhD,Single,0.0
a32c5e99-fd26-441b-a21a-7c4e60ac4a64,24.0,Female,55777.78004920828,Employed,Rent,4.0,Bachelor's,Single,0.0
15534416-bf3a-4509-a66e-cec56852833e,,Male,19375.23597982997,Employed,Own,4.0,Bachelor's,Married,3.0
5304317f-af42-412f-b838-b3268e944239,67.0,Male,46975.41785117672,Employed,Mortgage,9.0,,Married,1.0
9132b63e-f162-47e4-a9c3-49e03602f8ac,21.0,Male,48583.916683846495,Employed,Mortgage,5.0,Bachelor's,Married,1.0
2b1feecd-95c1-47e6-ad08-79b4776e3a29,46.0,Female,48614.46901776352,Employed,Rent,6.0,Bachelor's,Single,2.0
7317591a-3283-4aa4-a212-ab7c9d361cb6,48.0,Female,69273.46363167545,Employed,Own,6.0,High School,Married,
23c8afdb-83f8-4f16-a4a4-474c9b33e3a4,30.0,Male,73942.85087144538,Unemployed,Rent,1.0,PhD,Divorced,2.0
00adad8f-cc5e-479b-a7fc-50e01e7e0e2d,35.0,Female,51655.3002175357,Employed,Own,7.0,,Married,1.0
0c2fded5-1f74-409c-b01c-5226e3786121,38.0,Female,26604.454668005525,Self-Employed,Own,4.0,Master's,Divorced,0.0
01a9abd0-ed71-4874-9dc3-a0c622d635b7,43.0,Male,83597.26226123112,Retired,Mortgage,4.0,High School,,0.0
850cddfd-1c3d-4e19-b745-55601fa54251,21.0,Male,47248.0345029095,Unemployed,Own,4.0,Master's,Married,2.0
32773b28-ab3d-48ac-b5dd-b7d2ca7cd927,21.0,Female,29120.2086622257,Retired,Mortgage,8.0,Other,Married,1.0
2ad11fe8-7d1b-495e-b1a0-449dd703262f,44.0,Female,163865.93139633935,Employed,Rent,5.0,Bachelor's,Divorced,0.0
c85cd714-7bf6-4552-8cbc-90446bcd5ce7,22.0,Female,69835.39168970783,Unemployed,Mortgage,4.0,PhD,Divorced,0.0
a8350a40-0858-414d-952a-ed00d4aa826d,19.0,Male,31186.479566250153,Retired,Own,3.0,PhD,Married,1.0
3c9ea73a-2f45-4112-9b7c-398883ab6df5,27.0,Male,64287.71436794624,Unemployed,Own,1.0,High School,Married,1.0
fe43541a-b0b6-448c-ad7e-eff756604762,63.0,Female,38852.06689555543,Employed,Mortgage,3.0,Bachelor's,Divorced,0.0
a9ba5a27-907b-4e36-9786-48f864de82e6,53.0,,45806.57137129535,Employed,Mortgage,2.0,Bachelor's,Divorced,1.0
5a8d9931-5ebb-4417-b523-8331243711ee,40.0,Female,344805.139765402,Employed,Rent,7.0,Other,Single,0.0
0cb5ee5c-62f5-47c2-8706-fec248fa4e98,70.0,Male,25326.583834945683,Employed,Mortgage,6.0,Master's,Single,3.0
6c8c5d0e-3eb3-46fd-b291-bc95b8bf9cae,58.0,Female,81742.18346686667,Employed,Mortgage,6.0,Master's,Divorced,3.0
8513176c-1efc-4c94-a141-10b69a920655,53.0,Male,86124.70651170205,Employed,Mortgage,3.0,,Married,4.0
a5eea4a2-2cde-431f-9dce-8d9b5d96120d,32.0,Female,27910.42957164947,Employed,Mortgage,5.0,Bachelor's,Married,2.0
ec68fc07-4d8c-4019-a88f-c85ac33a402e,54.0,Female,55212.70775821307,Employed,Mortgage,3.0,Bachelor's,Single,1.0
9740b212-2d52-45f4-8a0e-c018b29769b2,21.0,Male,69870.23564749681,,Rent,10.0,PhD,Divorced,2.0
f7f9efbc-4ba7-4c70-96a5-4aa01e1296dc,53.0,Male,48251.33465117493,Unemployed,Rent,8.0,High School,Divorced,2.0
907276ea-44c0-4a9a-964a-cb1f39eb038a,42.0,Male,125281.35533757153,Retired,Own,6.0,Bachelor's,Married,0.0
d6f34d9b-b918-46e8-85fd-e9e9793841a9,48.0,Male,19508.766573994846,Employed,Own,6.0,Bachelor's,Widowed,1.0
ac5d7133-6a2a-4cad-a8ca-5b2ecb8e2d61,26.0,Male,56653.37824164676,Employed,Own,5.0,Bachelor's,Widowed,0.0
0f1259e0-a18f-46b6-b535-106e122c9a56,36.0,Male,132586.63294500764,Employed,Mortgage,,High School,Married,1.0
a87319fe-981d-4530-84f2-0d97f4881671,39.0,Female,,Employed,Rent,3.0,Master's,Single,1.0
55a28f90-ada7-43f0-a579-77ec48164644,18.0,Male,28367.275964474356,Employed,Mortgage,2.0,,Single,1.0
d24e4a96-f3b6-45ae-b8c7-f2360a6119f6,19.0,Female,70338.94670534208,Student,Rent,8.0,Bachelor's,Widowed,3.0
6c8c4bac-9c13-4aa7-b483-6de8f1337e7d,40.0,Male,33763.32427583233,Unemployed,Mortgage,5.0,High School,Divorced,0.0
0dfabe46-dbd3-4865-8f38-1c01d5ce0626,53.0,Male,42256.868379776155,Employed,Mortgage,5.0,Bachelor's,Married,0.0
7bab1baa-2172-40aa-a44a-913af933a9fa,39.0,Male,36186.971339131094,Unemployed,Own,4.0,Master's,,1.0
059dd55d-4b94-4e30-b303-f438fe2110d0,39.0,Male,21174.451627467635,Self-Employed,Mortgage,8.0,PhD,Married,
5f90bed6-fb25-464d-a30a-a767a2bb522b,45.0,Male,48071.58619025278,Employed,Rent,,High School,Married,1.0
01afb939-c4df-4b8d-84eb-8e5d6a6e94cf,22.0,Female,97125.19620630331,,Mortgage,4.0,Bachelor's,Married,1.0
3a9048cc-d063-43e7-ac7e-f0abe1a29ffa,23.0,Male,116111.03502263835,Employed,Mortgage,2.0,Other,Single,0.0
75dacbbe-09a9-461a-9823-3383279b637c,69.0,Male,65741.9568642056,Employed,Mortgage,3.0,Master's,Single,3.0
6e6aa3ec-4378-4e6b-8d3d-dee3cdad54f4,40.0,Female,,Employed,Own,5.0,Bachelor's,Divorced,4.0
8d3a5b2d-881c-4211-89eb-597bf7ceddc4,56.0,Male,80765.59863389122,Self-Employed,Own,4.0,High School,Married,2.0
d0af7986-2937-47e9-9752-db082e86d47e,27.0,Female,55406.68516939806,Employed,Mortgage,,High School,Married,0.0
232e444c-de97-4f42-97d3-d848b6388b9c,37.0,Male,102014.84014038496,Employed,Mortgage,4.0,Bachelor's,Married,1.0
5cff7279-0c12-4a1d-a300-df89da07aa8b,61.0,Male,25039.198970219793,,Own,6.0,Bachelor's,Married,1.0
78dc340b-4051-491c-9ac1-ad6984f612df,36.0,Male,154217.7640032093,Retired,Rent,4.0,Bachelor's,Married,1.0
3a42958b-65c2-480d-9d8f-3007263749ec,46.0,Male,96888.53823517472,Employed,Mortgage,4.0,Bachelor's,Single,1.0
2abb8747-d88e-4b86-a159-b48192a6dd56,258.0,Female,73765.33488685545,,Own,0.0,High School,Married,1.0
117e894e-91fa-41c7-8141-bb373de814ac,18.0,Female,,Self-Employed,Rent,7.0,Master's,Widowed,2.0
7f2632df-21c2-4510-b6b2-b13cb79f0581,36.0,Female,32575.04593133319,Employed,Rent,3.0,Master's,Single,1.0
c86aed73-3415-4076-801c-5617a2c3b917,,Female,37453.81053257677,Employed,Mortgage,10.0,Master's,Single,1.0
746cff4e-019c-4251-9590-65fa795581fa,45.0,Female,94174.39161620241,Employed,Rent,2.0,Bachelor's,Married,0.0
0a3169f7-29a9-4bf0-9a82-95a04b1b9280,43.0,Male,68745.33939107588,Employed,Own,8.0,Bachelor's,Single,2.0
3bca7ff6-71be-4c72-ad8c-c85c53559e80,22.0,Male,56185.65110221066,Employed,Own,5.0,Bachelor's,Divorced,
a564ee98-fc3e-4ed1-9cdb-d909f9cd1b18,72.0,Female,14896.192056213304,Employed,Own,6.0,Bachelor's,Single,1.0
ca9128fb-c094-4932-92cb-8f692182b518,60.0,Female,63182.89870336039,Employed,Rent,5.0,,Single,0.0
f70fdc0c-a085-4f47-96dd-b15968473103,70.0,Female,,Self-Employed,Rent,9.0,Bachelor's,Married,1.0
33c00b7d-61f8-43f4-81ae-35bb2faa49dd,18.0,Female,52989.832691194504,Unemployed,Own,4.0,Bachelor's,Married,0.0
65339cf0-7ce4-470e-b2b7-3d808f2e08d3,48.0,Male,42627.12710156055,Employed,Own,4.0,High School,Single,0.0
1bff3142-a5e1-4b55-97d3-f4ddd963dc72,42.0,Female,54694.56941221114,Employed,Own,8.0,Master's,Married,0.0
f66037cf-f737-44aa-b85c-c2c8224c6031,47.0,Male,117953.2829861798,Employed,Mortgage,8.0,Other,Married,2.0
040a3aae-52e2-4fd9-96bf-10ab3ce915e7,41.0,Female,81594.0247187881,Unemployed,Rent,4.0,High School,Married,1.0
c3b8a22b-5d76-4bc4-83f5-4e71cadafd4a,42.0,Female,170387.6515332642,Self-Employed,Mortgage,9.0,Bachelor's,Single,1.0
ee4205ee-a52f-43ec-ab4e-2281b184d1fc,18.0,,146626.79514995488,Employed,Rent,7.0,Master's,Divorced,1.0
f9287d26-37c0-487a-aaac-826edd18ab28,30.0,Male,112789.08755157173,Employed,Rent,7.0,PhD,Married,3.0
43b9da13-ec85-4f37-bbc1-a987aff8754d,18.0,Female,20009.834522281413,Employed,Own,8.0,Bachelor's,Married,2.0
ad411244-ff79-40f4-af64-257283d7cafc,18.0,Female,48432.51558120862,Unemployed,Rent,6.0,Bachelor's,Single,2.0
5f0b5135-8566-48c8-a173-e27437fc511b,42.0,Male,30499.864714996842,Employed,Mortgage,1.0,Other,Married,2.0
c2e79a98-5c23-4d8d-b1da-35b94eea9db8,43.0,Female,27833.822013231922,Employed,Own,9.0,Bachelor's,Single,1.0
55fccc14-31c0-44f0-a091-129b2f1835b1,57.0,Male,233414.77795975297,Student,Rent,3.0,,Married,1.0
44c1f1b5-ebbb-4763-b9a7-e63bbee975da,32.0,Male,54909.982468093345,Employed,,7.0,Bachelor's,Single,2.0
b31985d0-a84a-4aee-9636-a89dad0fc0f7,,Male,40739.397344253484,Unemployed,Own,5.0,Bachelor's,Widowed,1.0
9f6facc1-451d-48fe-8532-fc74a9987bdf,53.0,Male,33282.031421434025,Employed,Own,9.0,High School,Married,1.0
be60808d-bcb3-4076-b688-f76ea504ee5a,57.0,Male,61799.45555074203,Employed,Rent,3.0,Bachelor's,Married,0.0
56d44952-ee29-480e-be2a-c03a80f58b81,48.0,Male,,Employed,Mortgage,8.0,Bachelor's,Single,2.0
9c2b4ca9-be2f-4685-8a8f-fb2c1ff71e8c,45.0,Male,98191.6241602347,Self-Employed,Own,4.0,Master's,,1.0
1e494952-ac5d-4e57-a3b6-64f40452f779,31.0,Other,35254.72029802903,Employed,Own,6.0,High School,,0.0
b544f70c-593a-4b51-978b-55e7f406d6e0,36.0,Female,,,Mortgage,7.0,Bachelor's,Married,0.0
2a869922-f492-4b35-b6c2-1bc3d799d80d,23.0,Female,74035.97583049376,Self-Employed,Mortgage,3.0,Bachelor's,Married,3.0
f3bc9a71-07f4-4ee5-ac82-989ffd9cfbb0,35.0,Male,79533.99796915837,Unemployed,Rent,6.0,High School,Married,2.0
036ec6cb-8941-469b-b559-d3c6565a2822,31.0,Female,44098.211165125475,Self-Employed,Mortgage,0.0,Master's,Married,1.0
3e16918f-7648-48d7-a934-3f601ccfb86d,36.0,Male,23656.446896901183,Employed,Mortgage,3.0,Bachelor's,Single,0.0
beb79919-3f22-4af8-a3be-d01d43cf2fde,42.0,Female,116636.0576088188,Employed,Own,4.0,Master's,Married,0.0
84d67c4f-f0df-4684-b28e-41225894f7f1,,Female,16738.75633385106,Self-Employed,Rent,6.0,High School,Divorced,1.0
b5ae2a56-fa03-4d6c-822f-b2f06175a257,37.0,Male,101593.82618516906,Employed,,4.0,Master's,Single,0.0
a38cc35f-12bc-4090-86d6-fba776509bcd,,Female,24465.109700641962,Self-Employed,Mortgage,8.0,Bachelor's,Married,3.0
48cff1da-7bbc-4b5d-874f-92058f9d7375,53.0,Male,34566.04781937333,Self-Employed,Mortgage,3.0,,Divorced,1.0
5df06e8c-878a-4ed9-a33f-fc8292ec89af,27.0,Female,72596.21807483994,Employed,Mortgage,8.0,,Married,1.0
a34b6cf6-2053-4a42-b1af-db65b289f224,48.0,Male,,Employed,Rent,6.0,High School,Single,2.0
ac6c2e1b-708d-4094-af64-672f96e1a522,28.0,Female,188520.9069406887,Employed,Own,8.0,,Married,1.0
8b0901ab-c66d-4eb3-8494-5e091d3ca5a4,37.0,,74433.84374577626,Employed,Own,,High School,Married,2.0
b01c9191-e81b-40ff-9a41-a15f4e29b9da,29.0,Female,13240.970602685564,Employed,Rent,1.0,Bachelor's,Single,1.0
67cbfc39-f54f-4b92-8442-906f2e16f0b6,19.0,Male,414090.2058255754,Retired,Mortgage,,High School,Married,1.0
e648d7ae-7830-4c6c-b9eb-17974fb9ef37,65.0,Male,77429.81460661907,Employed,Own,1.0,Master's,Married,1.0
0d557b61-8a17-4dfe-bfc0-0dc804f64d86,51.0,Male,90723.1351676635,Employed,Own,8.0,Bachelor's,Single,0.0
34634757-3d23-4e3b-8a97-a245da5bf081,45.0,Male,53799.9161509898,Self-Employed,Own,6.0,,Married,0.0
329fc417-1081-4d45-bf45-f8a20594b24f,62.0,Female,77745.51591254734,Employed,Rent,3.0,High School,Single,0.0
94e74f26-29b0-4b37-8271-0779d864465a,43.0,Male,31932.13611349086,Employed,Own,7.0,High School,Married,0.0
5a0fdf61-5571-4266-96c0-2601db4d2d18,45.0,Male,33408.65461691062,Unemployed,Mortgage,2.0,Bachelor's,Divorced,0.0
3c304193-d975-4f32-ae1b-670f67c2e684,59.0,Female,20276.949936182566,Self-Employed,Rent,8.0,Bachelor's,Single,1.0
fa34d2e8-dd3f-4d7e-a508-dc9513a4a492,60.0,Female,20107.68149626063,Unemployed,Own,8.0,Bachelor's,Single,0.0
6c3912ef-b9fc-429f-8dcf-2615c62f3461,32.0,Female,125120.94653830987,Student,Rent,6.0,Master's,Married,2.0
a2f87dea-cb22-4b8d-9a0b-d63d69f841b0,32.0,Male,16710.159609997696,Employed,Own,5.0,Bachelor's,Married,2.0
a5868874-4c31-47b6-96f3-05d7cece12fc,50.0,Male,82079.60723941204,Employed,Mortgage,4.0,High School,Single,1.0
b3eda8f1-026b-4383-a301-ec030e5d8c6a,18.0,Female,,Retired,Own,2.0,Master's,Married,0.0
cb80f288-446f-44dd-9abc-a6e5d0b1e3eb,32.0,Male,,Unemployed,Own,5.0,High School,Divorced,1.0
be007552-f3d6-45c7-9455-213bf1867d89,36.0,Male,36917.70004662339,Employed,Own,3.0,Bachelor's,Divorced,0.0
c960b851-4d69-4e19-a827-3dee9d7e4eb7,47.0,Female,106117.87812230513,Employed,Rent,4.0,Bachelor's,Married,3.0
8567c805-34f5-41c0-88c5-eb2a7490adeb,35.0,Female,32028.043473454563,Employed,Own,4.0,Bachelor's,Single,1.0
7cd0129d-2e8d-4e87-9334-20e6d9d80b8d,29.0,Male,41590.892316185,Employed,Rent,8.0,,Widowed,1.0
