account_id,customer_id,account_open_date,credit_limit,current_balance,interest_rate,credit_score,num_late_payments_last_12m,num_credit_inquiries_last_6m,debt_to_income_ratio,account_status
c682fe96-7f1d-41b0-a6f5-c6d5233e21ef,4f4cea72-e493-4415-aa4b-f5dc0a599c13,2021-03-23,140689.20512828213,5808.8400753403375,0.18314512991742807,,0.0,1.0,0.3287533646675391,Open
f5d50ba8-203b-4f17-af34-33138bdcb8d9,a51e01ad-7e8a-4078-93d1-06cb61004ffe,2019-12-05,80360.06376794368,,0.7830002026965772,679.0,1.0,2.0,0.35878568857458076,Open
4ec320f7-d09f-4ec0-beda-0f9bbc511628,71a84189-565b-4785-b8f9-85fc69598983,2008-11-06,10208.009039935372,2576.9564641905204,0.05179429703417368,645.0,1.0,0.0,0.7415205202652876,Open
8b9229d8-c6db-42db-93c8-da2bfa0d454b,a5fc00b5-7c39-415f-ad13-bac8dd8b6c69,2000-11-16,15637.074886925615,,,588.0,2.0,,0.26697405022892207,Closed
5ff03e74-c1e2-41ed-8e62-22091c286380,f0b5156b-b82c-4074-afd5-dea589d7fd6c,2002-11-13,10789.78751552321,2293.0978483833615,0.14262579178537244,628.0,0.0,2.0,0.25080971102380145,Closed
727c1301-f2a9-40fe-85d9-b1ba2e528b8b,649423aa-6454-46be-a791-346cb7403274,2018-04-02,17340.00079902203,15302.154111356476,0.17514536284725465,661.0,0.0,0.0,0.22091389386433363,Closed
af163e67-b34a-47a0-8a2c-df25b9f85116,28ef2f46-f323-423e-9cb0-c90c82fc9294,2022-03-05,11926.92936790342,3253.2312594639748,0.1660083345052238,654.0,2.0,1.0,0.33931255271486616,Open
fa7f7662-eb9e-42ca-82dc-4dbe5221595c,92051da0-e264-4336-95ad-86bcf1db9ad8,2010-04-16,3595.3366648044216,4633.202413040242,0.14248093233748074,690.0,1.0,0.0,0.652814268033223,Open
ebed2968-0397-4bea-932d-81cb4f149587,51e744e4-b864-4a08-aa75-752d6a8fcacb,03-23-2019,15176.167305116682,8877.10085017401,0.15145598646135972,718.0,0.0,2.0,0.24135296759540611,Open
4b70d3dd-d28b-42f4-8a39-04f7c9d22116,c942e6e8-2df7-41e0-b67f-3c15a95d3271,2016-07-31,21497.917043270238,17507.44693166483,0.06962675135763317,809.0,0.0,1.0,0.5837021759337627,Open
fc713b1b-e329-451f-8370-f6e705de7ead,75eb0e8f-a090-460d-a7c7-655a7b434a72,2015-05-23,8465.725956950988,4114.933919218627,,677.0,1.0,0.0,0.235889896355158,Open
a77b2089-7667-48e1-b6c3-eb8d4f1ef627,f4672866-ed56-42a0-ad54-ff2b10ee4f77,2006-09-22,8259.441390369067,4272.199973311444,0.06358592102112401,620.0,0.0,1.0,0.24482155228245533,Open
16e9ca3c-73bb-41f0-bff4-fb393b41e31a,2a064fd2-4fbc-4984-b792-2d9eb998e2d3,2005-08-10,7472.653817927614,3070.1455139204663,0.12020816641068206,673.0,0.0,1.0,0.6511863693175285,Open
666a7861-1494-4dbd-bf6f-4f21ce64a89a,513cd464-9473-47cd-b0b8-1530dc4e557f,2016-02-07,9746.567616916143,1531.372853392724,0.17415588425430453,570.0,0.0,0.0,0.4251125084360825,Open
9d157617-2c7a-4163-bbfa-92d74aa425fe,763f56ac-bfee-4533-acf5-9149b1c9d0dc,2017-07-22,2545.122907374054,3227.7778775980732,0.1944669626830244,714.0,,0.0,0.6775388163118075,Closed
1816f30b-34f7-45ed-b239-8791d10f5d4a,94e17c88-b37d-4941-aa32-fd19c1e84c4a,2014-02-27,23533.67388042523,13243.240929083266,0.10173338826469233,713.0,0.0,2.0,0.32325297636529765,Open
290aa46e-c4d9-4bd4-a4c6-a7c761f350e5,9594eea8-4381-4e47-9f3c-5c8a651076d6,2001-02-24,19960.32382550112,11413.132450225336,0.11353233090217091,579.0,,3.0,0.3401631662831153,Open
af3b32b9-5bf3-4412-9e85-6dede7b96323,09f64405-0b99-4034-8a4e-255280051b10,2016-09-29,22322.963831409965,6824.787209774674,0.1288012784802154,568.0,1.0,0.0,0.41540188931531563,Open
71469676-0141-4af2-b214-b9e16085811b,35ba5e93-bfc7-4282-b92c-8a723a17d79a,2005-09-20,25384.452367685237,2665.542258939217,0.2199272896838105,529.0,0.0,2.0,0.6012346461432989,Open
14ceea13-c6ae-46ec-87fd-54eea4728ffc,aeb1fcd3-f836-4a87-aaa2-25714b0d2716,2021-11-30,11804.355824103483,5154.109187337049,,597.0,0.0,0.0,,Open
22f7e759-97c9-422b-924c-3f257e487266,e05ff96e-d087-4c98-bc7d-0017f4c1540b,2019-08-09,13057.905094821625,3668.2392230523224,0.17236031693734202,,3.0,1.0,,Open
fe8953c7-a7a6-4e73-b192-31792b6843fa,b63fa809-ee4d-4dec-bd47-288513f0e33f,2006-07-31,4427.946964898587,5279.464677541078,0.09464688089215925,642.0,0.0,1.0,0.29986049425598604,Delinquent
eb53b7a7-caf5-47b4-b7ff-c08adbba8812,9c174363-bc44-4b36-989c-568d5674e177,2004-06-12,90490.47690202907,7158.933075303388,0.06644166990710257,692.0,1.0,0.0,0.36145323193085566,Open
5d0280d2-1d6f-4d42-a7f2-6386d97a7657,9c678393-2ced-4c0d-b173-04b5c1dd484a,2013-10-26,7021.578607330413,3809.8608534114264,0.15274812686869296,743.0,1.0,0.0,0.34698888287336405,Open
a9e32c17-38b8-48c9-9905-c26869e20b45,bf4d4bd8-7222-4838-85cf-dce6e7b4dcd3,2020-07-03,30626.180098652607,5805.456729705937,0.12952075577062355,738.0,0.0,0.0,0.3162210095913087,Open
d47af39b-aa19-440a-80ca-b1436fa5ba64,3fd6f99e-ea03-486f-97d6-6988013319d1,2016-08-04,8638.797048627222,7966.5054050842355,0.16295889813095857,589.0,0.0,0.0,0.37206784037249485,Open
c97f319b-267c-4b42-bb17-73629ecfa6ad,ec6a37ad-81b1-4db9-88cc-4d49669b29b8,2006-11-17,8959.604954029632,,0.18646272044816106,684.0,0.0,1.0,,Open
7323eab3-0554-4144-97f1-480a546bc509,1567f88e-6276-4e87-bae8-c8f8d2478bb2,2012-01-23,13527.660226358947,17818.948948838162,0.20535996725806313,737.0,1.0,1.0,0.5915313101229694,Open
15a70b2d-d703-4652-b857-d87a04d999e6,dcd1c413-0760-401f-9c81-fc465bcd236c,2001-08-25,9786.320897415068,9126.094565175948,0.21901119139599046,608.0,1.0,0.0,0.37855095900888924,Open
704aaa01-7256-486f-a70d-15bea9fefec0,34885a46-9088-4eaf-8977-6598203c8c25,2003-07-10,8263.357920160777,8719.127760116648,0.13549960046849902,598.0,0.0,3.0,0.4003114435766018,Open
a33f06f4-fe87-4e56-8c7f-7718509e1cc2,e43f05c8-40a5-42f7-b62b-9f628ced48ea,2019-10-27,11926.212572004686,9298.96857922373,0.15017414639802507,496.0,0.0,2.0,0.4312928824496285,Open
6c9f0ca8-eece-41db-9813-82827efc35a4,d92757a8-6ece-4ce9-9112-448d473407a3,2010-10-21,17326.349715274573,2088.3160398591945,0.18173204795180653,618.0,0.0,3.0,0.4539789359232803,Open
8ff704ce-dada-4c99-bfda-04dadb9d101b,d8e70aeb-e7b3-4085-978b-e96820f87ba2,2023-10-27,12672.668468764989,2151.2739191403803,0.18791941323304384,658.0,1.0,2.0,0.4880534422093725,Delinquent
713d6909-3d57-48e2-a80e-18666f20c7fa,c82211cb-e48d-41a8-820e-199bc44fdf5b,2005-09-20,28454.91396552306,3076.0662124763544,0.16022298274294733,604.0,0.0,2.0,0.31568094032982075,Open
f5f71def-2318-45c6-a3c3-ecf705a4702b,4f22fd57-bb5d-43c5-b6cb-407134781d96,26/06/2010,6109.205976821655,2392.071529222572,,559.0,2.0,1.0,0.34998839873059895,Closed
3f0cd8c9-d98c-4dc3-8b67-2fac298604bc,af76b6c2-dd6d-4b41-b692-a531c6097cd8,2002/02/10,,9107.764153239246,0.06999893575690677,743.0,1.0,2.0,0.3249140011182859,Open
906dc63b-3663-4891-a5cd-6b4b044621ae,ec4e8cbb-a2aa-478c-a59e-0258814ff657,2021-05-06,32725.31134503391,5416.334344455643,0.2387721183078163,721.0,1.0,0.0,0.251159837273559,Open
ba26dbc3-2d3b-4adc-a386-d673412dff6c,3f569381-4119-4559-a5b9-de82ae5a5f99,2010-12-04,8719.874847646666,2556.9713584359215,0.057724732031760095,771.0,2.0,1.0,0.5774026816952117,Closed
edcc545c-80ea-465f-9291-05b7609f6e4f,632c817e-8ec5-4d47-8a0c-64e5bc341b4f,2008-02-01,9721.788969537298,4005.8690542913832,0.22799391981579464,674.0,0.0,1.0,,Open
be69b262-ea92-4d68-828e-8496c56e6018,d89939ba-da7a-4e9f-8265-1976e0880267,2004-06-29,33558.77584991618,1385.3249119619393,0.24249666205150772,648.0,0.0,1.0,0.31258828162036356,Open
54d7b854-b556-4022-a994-ec2dd6221037,e2aebd53-b89b-4995-a32e-3ac453fe40e3,2023-12-13,12868.506290394305,3043.69744744582,0.14439186279452762,751.0,1.0,1.0,0.09913564579026579,Open
57b56faa-3613-4f0b-a6b8-3b547292e764,1391d18a-8171-4955-8f7a-1e435a1ba9db,2015-05-07,15371.457737914614,11379.093632241567,0.10409121422086624,635.0,0.0,1.0,0.47080266281885164,Open
b15c9203-aca8-4703-b5f1-3f4ca5feffcc,150f1ad2-476a-4f1d-bfef-bd38a8112386,2023-03-26,4238.026909849704,39599.617349808745,0.18253910191052403,,1.0,1.0,,Open
fcf4dd11-f90d-471f-9046-ebbc343a3200,b98b9459-7d35-4e60-9f45-a6d06af9e1cd,2007-02-23,7128.950148559025,3090.9603419347986,0.10671933340205396,787.0,0.0,,0.6602683632473774,Open
ee509b8d-2e68-4243-9bdc-b2a94a869f03,c19bf990-5247-4092-993e-eb082fe26180,2008-05-26,48858.67670029105,2885.6192128620723,0.18796628469406326,647.0,2.0,2.0,0.41434979534489247,Open
b2a3f8e5-9bab-49cf-a84e-8078525aaa7d,f2cffcae-f833-4bfb-a296-e3f171e15b9f,2013-07-12,6177.284158975807,2889.1210936419466,0.14307261023349865,823.0,1.0,1.0,0.2559205035873193,Open
a1d27505-9a8f-4b92-b7c3-86e5bb864ab2,79dd7b95-1558-4c6d-b120-3b7a1dcccf24,2003-08-13,12548.297383094927,9756.36714615714,0.15968589176332573,4128.0,0.0,0.0,0.35346985836227146,Open
e9a87616-fb39-44f0-bf6a-b37d58278283,b43bf88c-c6f4-4468-8d78-e1c84f4ff145,2020-03-27,18329.161586587154,10086.789198007977,0.10022475002449849,626.0,,1.0,0.2956031060722028,Open
d24f2357-7db6-4b75-befa-9c6d7f651d8a,dfdabe67-801d-44d5-8999-9d27c9f8f4d6,2010-05-15,8839.125237815584,3616.3965573205865,0.14055790969491552,850.0,0.0,,0.310714793680202,Open
c24efe9e-b257-483f-ae5c-350be7a05f0e,eb4d8f42-8735-40a2-a511-09611869a217,2007-01-28,20747.705892625567,4905.181156135008,0.1470294718056322,731.0,0.0,0.0,0.4812584961840358,Open
7ea0fd8d-4c03-4bdf-b626-a8333661039c,fe4995a4-112a-4ef5-b872-420e267d46e7,2008-11-15,33549.67656552868,5637.699122038219,0.11194539322129521,715.0,0.0,1.0,0.12899758478577722,Open
415137cd-973e-4598-b48a-2d140efeae46,ef0abbd0-dbae-449d-9527-b10285bb0541,2004-12-06,14315.774822234062,2051.2920419057155,0.1463544235426512,720.0,0.0,1.0,0.04904010226133976,Open
c8dffcba-d98b-4f63-a2d5-4777b8ffe8b1,486fac8f-a4c5-4ae5-8d32-e7120c767092,2006-11-06,3325.297730929237,4675.250726337807,0.16800388365461422,850.0,1.0,0.0,0.20786491011284683,Open
ecf23b29-ef89-48f5-998c-fc3817de36d7,c5b86c82-379c-441a-ab7d-2448efb18149,2013-05-05,14281.4031761534,2413.772347478745,0.13539007537958095,,0.0,1.0,0.27055041960284976,Closed
0f3e4ec4-90d9-4e1b-aba1-a7a18c7e6fb7,302f420e-f874-45ca-b22f-2e9104110e35,2000-04-14,7658.761824062529,2716.31155797089,0.11360831305636138,692.0,0.0,1.0,0.2620461313949355,Open
aaec8c0f-6b15-4c9c-a3f6-079c637b5a39,b227462c-f53d-4330-8dda-24ba2d06e8cf,2007-10-12,35284.382369432555,8954.605707949555,0.15416595468709718,512.0,1.0,1.0,0.8,Open
e25be828-c668-4741-a0de-ec6c03868982,5d08c254-9e6e-4c9c-88bc-7784a8c99656,2004-03-11,,3727.745420541874,0.14933897187582035,668.0,1.0,1.0,0.7757452565522571,Open
7359f4e9-d196-4e63-a41e-b3bc42b94ab3,17e52113-4626-43be-a068-8849eec71a30,2001-10-21,11944.12193962797,5368.507972904615,0.17611303661928165,538.0,,1.0,0.1920642235556099,Open
be9ce5a4-714f-45c4-b8f2-48a143dc2248,3f444245-4a33-4325-a4a1-0253cee8efcf,2018-07-24,21311.86383216869,7394.549067120364,0.10246012732573612,548.0,0.0,1.0,0.07760362331977011,Open
45139034-43d6-4c35-a3c4-49e10641edd0,51c680ca-57a6-4460-9b66-f3d3e6afcce9,2009-03-27,9416.247127041548,2376.2997344950454,0.16787081863025882,643.0,0.0,4.0,0.3387723805697413,Open
5fbf0670-8222-40cc-a82e-ae6e03cec54a,81b83de2-ec07-4a4c-8f72-8efc3187dc09,2001-06-18,10643.9855964603,4625.310426211644,0.18566540310486487,615.0,0.0,2.0,0.49540449260363595,Open
9bf85468-a0c1-40af-b984-e1f8ddcb32bb,25f93ab9-5e5f-410c-af14-4dc6b9ede33f,2004-08-16,17039.102886947832,3794.887836984054,0.26463147626680733,699.0,1.0,1.0,0.33716616563522367,Open
94a46fd4-1fa5-423d-9c23-a6c9823a01c5,6cd27618-bd14-4f78-9b6d-5342e9b2286b,2006-06-28,17439.37924966316,2220.9091528329504,1.3858006219641268,802.0,0.0,0.0,0.21362399195815837,Open
49371332-be7d-4412-89b2-30f35204c1c8,b5e5f62a-9a39-4c36-93c8-40115c2281fe,2023-08-03,25739.963203929394,4124.849160093911,0.05666677680989106,721.0,0.0,0.0,,Closed
88b4fdb1-ae3b-4ab2-8df8-d56c3516545c,d6312a80-1c61-4ec2-9014-2131750565f5,2009-06-12,5377.38956397613,20848.92742637802,0.11116015756878705,635.0,1.0,2.0,0.5052472550921409,Open
a890f9a8-2015-449c-bb75-10b565dcae7f,c693da11-39c6-41ca-9e50-aa42ca6dfda1,2002-08-22,22933.317469473084,2724.7365225010167,0.08230057491468583,707.0,0.0,1.0,0.46507956702505215,Closed
d5d6ab99-2360-4ccf-8b2e-da84544d3500,7c89617d-32b1-492b-a263-960ab43c6fef,2019-07-06,8706.977497162565,1887.373175880423,0.17493275512057777,660.0,6.0,2.0,0.2198424549290795,Open
c8ff4dd8-47c7-4498-b915-9063e95e1564,94eeda02-f9aa-4d6d-b2e9-d9393fbce063,2012-11-11,31058.46875099492,5668.933719725906,0.1826026847710627,793.0,2.0,0.0,0.3187212641080815,Open
9be3148c-8cc9-48f3-895f-594472d46e94,15f7ef61-da4e-404c-ba7e-1b86c1fad753,2017-01-02,11399.838270082666,2145.3093310533395,0.09795885098631588,575.0,0.0,0.0,0.4386585882809633,Open
1e3d208e-ecf2-4d0f-b604-849b2524d287,cf767343-fced-4994-9631-c383303014d0,2020-07-30,14255.727121808644,871.7993402791046,0.08105501521927141,588.0,0.0,2.0,0.37497807399418936,Delinquent
4252d29f-4a02-4f07-a7a5-b989dc510056,e37b9630-9798-44e0-9a11-0a4f673e79fe,2010-10-04,13213.811260397712,2571.7980982322088,0.12689097725233395,721.0,1.0,1.0,0.3367050455590906,Open
a0e0c05e-f7bd-40fd-9ee8-5c0821ed17e4,e6d037c6-d2a2-4765-b700-7ce3e25c7f9c,2005-09-18,5085.193197361319,2753.104702160707,0.11388913369908751,634.0,1.0,0.0,0.32510423208015604,Open
93400bc2-95d4-41cb-b650-67e06b941b94,fef97d57-3c77-4a4a-8d65-4036a00f230b,2023-02-13,7326.719714213411,2258.08756214042,0.14817069275879868,760.0,3.0,1.0,0.42751194040640295,Open
b174b4a5-7f1c-43dc-9e83-b5ce83116d02,c2b35e09-7f10-4f15-acea-8e8a34c3ab73,2013-10-10,12893.35974462568,12857.515251302233,,585.0,1.0,0.0,0.27258229235514964,Open
e5e650c7-db55-4b32-bf43-08894b80dcb6,0cbd3c03-9e2a-44ac-8122-b5b3284c03d2,2018-08-06,13870.269707310192,1880.8184641370715,0.1969058988307156,614.0,1.0,1.0,0.3287724424708166,Closed
524715af-7ee6-490b-932d-6b2fcfc0426b,c89a0cbd-cc19-4b50-9e56-a4fbc4e7770d,2003-08-13,7351.798042065806,1677.5643563560398,,615.0,0.0,3.0,0.4411002629343165,Open
e4b24b71-456e-4703-be43-81f625d2dd5d,9bfc24bd-b647-458d-ba68-f42949af5000,2017-02-07,,1712.6701570595053,0.19258735323853626,632.0,1.0,2.0,0.22544108677245825,Open
673dc440-e26d-4784-8011-67d1ba49819b,0bd4a990-0640-4e0f-a5b8-fd4b32fa2de8,2013-11-08,26351.41295837523,1497.4753152227604,0.18165575365137937,691.0,0.0,0.0,,Open
de96c3f4-c332-4820-b8cf-55d4b819ad30,99474e78-77cd-4b25-8786-140f2339df60,2020-09-27,24210.232529023935,1298.392738059752,0.14019727832694243,626.0,1.0,0.0,0.285939606787589,Open
3f3676d6-d08a-4229-bda7-d90ac0506c08,4830effe-dd8a-4f0a-9278-f380b3510ddc,2020-07-29,47570.56951003749,1268.7740767190955,0.7459763197717783,627.0,1.0,1.0,0.1358611781171042,Open
cae842d3-3797-4beb-97b1-40e20c883237,2838c714-d121-4aed-ab81-e22464535f72,2013-09-03,18856.643503801548,3806.871025475997,0.08070906769432577,761.0,0.0,1.0,0.4543942035428877,Open
3e708dc0-c07f-47a3-ba01-db78f5233a4e,be3ff70d-b552-4386-9a96-ef37ee45a744,2018-10-17,11877.604069648894,1920.2317593580062,0.12738777688483452,750.0,0.0,1.0,0.5923300701338676,Open
e3164f25-e22f-4d1a-b6ec-f3f9735902cf,8470f6c8-ce66-41cb-b7b6-51ee028bffb6,2017-01-15,10129.103602412504,3183.8014752632366,,687.0,,1.0,0.3950323983548058,Open
57a9b67f-e35f-41db-8a12-0876c74de5e3,220b9ea9-8a0f-4508-9fe2-c0a0a96b3c42,2011-11-12,,2791.9888178746473,0.1408014418325344,607.0,0.0,1.0,0.1847793347827905,Open
a9222088-a93e-433b-af04-0a3ca26d50d4,2cabb9ad-a15d-47c4-ba38-204b2091a706,2002-05-09,13145.678120880104,9850.516600370796,0.13232871739334578,818.0,0.0,0.0,0.23222882041836224,Open
c1ec1103-9d2b-46ae-bd39-9a47a9cb126d,1e50661f-2fce-40ae-9b06-fec229071205,2009-08-25,15088.921402538204,8268.917161863295,0.1941983665952514,668.0,0.0,1.0,0.0,Open
db181333-87ec-4210-8ef0-75bc6a3884a3,d0be73ee-fd37-4539-a5f2-02f983f02dc7,2006-08-31,9474.51358895702,3364.093285480482,0.14161709450391555,633.0,0.0,0.0,,Open
41463908-3140-46ea-bf26-a88f88b32fcf,50c49c2b-e8c4-41fc-9f8c-1c815ce9a3d3,2020-05-22,20098.744011329374,1941.9663377114048,0.1932062923939342,684.0,2.0,3.0,0.2675400579304943,Open
182cb1d3-e7da-44a6-997c-4d56fe55ca2c,4eab6bdd-7fb8-4b3e-8234-e83e0786bad1,2006-06-09,14590.005217498048,5185.162609653283,0.1288220252326267,573.0,0.0,1.0,0.20222368980398728,Open
ad80c22e-eb99-4830-8a6c-a2b2f207f074,4baf0f5e-a932-4094-93f2-8f11147f6570,2017-11-15,17837.517455268982,2697.8857322940567,0.15407633196790016,572.0,0.0,0.0,,Open
02676114-0f86-4b69-9b92-cb576f82614d,bf06d520-d88a-417b-a543-38df173d5030,17/02/2012,7937.617578813043,3632.762049632723,0.11505308200624441,4854.0,1.0,1.0,0.19834603137580223,Open
af88a9b2-27c1-4ab7-9b84-4e6392bdb60a,9a7fde23-af59-4a66-a75b-21134f62cc9d,2001-11-22,10828.604404149622,1684.3842770051474,0.17878675664381433,805.0,3.0,2.0,,Closed
e5b09143-c397-4273-bce8-abfb447b9b0c,bb10f0be-db76-4604-befa-e203b206da83,2021-10-29,6274.127516254871,16323.866542937263,0.22439777061133806,679.0,0.0,1.0,0.22838242203529174,Open
d4ed2401-3552-4fa3-ba90-a745b8d56915,3dc559fc-5cd0-494c-9d76-3717995b2485,2020-04-03,,1107.400993658716,0.20925452630433278,559.0,1.0,,0.07019820194408766,Open
17a24d77-81af-45fe-8603-a1f787dad815,0cc66163-002a-4e3d-9588-3c8fa9065c79,2009-12-25,59333.26127261222,3021.991387392784,0.23421785248120677,680.0,0.0,0.0,0.592497156899722,Open
c360e99e-4ee6-40ec-bf4b-9506690190da,71a3fad2-b094-4d2a-aaa9-3b436d15f16f,2008-12-26,24429.461226295814,30331.153871129376,0.14722877160857947,759.0,0.0,,2.9461808545884174,Closed
5bc0905e-96a9-4189-bd47-40c78f90364f,2a32e553-7370-4a7e-a8fc-0e45537598d4,2021-05-22,15665.640856959426,6914.105640630306,0.14256457299684,702.0,3.0,1.0,0.24138991143547267,Open
60e565b6-39b3-442d-becf-bc0b5ea62cb9,542e2e6a-8200-4972-a3e8-6f41406d7f7c,2010-07-20,4721.678768588385,3943.003173179558,0.12064009666787151,670.0,0.0,0.0,0.21730925682304356,Open
abd35669-3f6e-4190-b3cd-167b66c0aec2,129b1e2d-74a4-4600-af56-2306276c01fb,2012-07-14,8264.114874663113,,0.21245024852579597,708.0,0.0,2.0,0.1439963135164251,Open
f16cd8d0-50e0-4efe-8797-222cfe50fbba,99d2f7f2-eb1f-483e-856b-1c79a4f17bc1,2016-03-30,13083.983695728406,2299.8248338608823,0.14325882849486277,586.0,0.0,0.0,0.3973560542597626,Open
50f93ad2-317c-42c2-9c21-2415a306b2fe,0991946d-537c-44b0-89d5-af23050bd848,2003-09-11,12105.525965425095,5942.414089227481,0.18573519643923422,492.0,2.0,1.0,,Open
702238e6-8841-498b-a96a-b0c0938e2f71,4516bb39-9674-4e86-a94f-82d936f4dd3b,2017-02-26,12746.48791709616,2236.5637683485756,0.20365781527473067,722.0,0.0,0.0,0.327257595933786,Closed
488cfa0f-f057-4b06-bfd3-0610377d10db,a4d37418-581e-40ef-b8ef-6c712b9fff6a,2008-01-17,52296.29473731678,7916.32922595921,0.16945046042767442,762.0,1.0,1.0,,Open
1e2d5c82-1c33-4ea2-ab03-3fe617e2aa93,e849c066-bee2-4b33-a104-bf7ab9312771,2006-01-18,17232.40256040382,11179.304703601343,0.11885220085045461,672.0,0.0,0.0,0.3007237728005236,Open
3d9290f0-6cf7-4c55-98b1-6dcc243096bd,5497062b-a683-4a72-a6f6-ed64bd2af2c4,2000-09-08,14582.380794829965,3379.187263326667,0.09383533958026902,725.0,1.0,1.0,0.4574127645031891,Open
7243ef08-f833-4653-8994-e7d262827ba8,d8bfc4d5-80d5-4f85-8d3d-22c1d72d6882,2009-10-26,10057.034235796249,,,569.0,0.0,0.0,0.10514282078628207,Open
1061abba-7e02-4f27-b334-1bf847e0bcac,f5504c52-49d2-4ac0-adc6-9c90e5dfc7af,2013-02-28,,,0.12060449019401469,,,1.0,0.2194074467267257,Open
a5d0e64a-47f8-4f47-b79f-9a7b65026ba0,198640a1-45a9-47a0-b443-7813d6bfe645,04/07/2000,16885.56300239741,5589.486775779704,0.15878841654089806,603.0,0.0,0.0,0.3884179895853427,Delinquent
